time,gti,temp_air,wind_speed,humidity,precipitation,pm10,power
2023-01-03 01:00:00,0.0,1.42,3.27,93.1,0.0,9.9,0.0
2023-01-03 02:00:00,0.0,-2.8,3.22,100.0,0.0,13.7,0.0
2023-01-03 03:00:00,0.0,-1.33,0.48,100.0,0.0,12.2,0.0
2023-01-03 04:00:00,0.0,-2.79,4.89,100.0,0.0,9.6,0.0
2023-01-03 05:00:00,0.0,1.27,0.97,99.7,0.0,16.0,0.0
2023-01-03 06:00:00,0.0,-1.99,3.07,97.0,0.0,6.7,0.0
2023-01-03 07:00:00,68.7,1.56,1.15,100.0,0.0,15.0,3.086
2023-01-03 08:00:00,100.3,1.96,2.34,97.1,0.0,12.3,4.842
2023-01-03 09:00:00,157.5,2.92,2.25,95.1,0.0,16.5,7.377
2023-01-03 10:00:00,118.1,3.95,11.63,100.0,0.0,20.0,5.974
2023-01-03 11:00:00,126.9,3.81,1.6,93.1,0.0,12.0,5.586
2023-01-03 12:00:00,242.7,1.97,2.83,92.8,0.0,12.9,10.527
2023-01-03 13:00:00,196.1,8.25,2.02,96.0,0.0,16.6,9.192
2023-01-03 14:00:00,192.2,6.41,0.75,82.7,0.0,14.6,8.389
2023-01-03 15:00:00,185.4,9.06,3.07,92.9,0.0,17.4,8.357
2023-01-03 16:00:00,118.0,7.67,4.31,82.8,0.0,11.1,5.254
2023-01-03 17:00:00,56.8,8.44,0.86,78.4,0.0,16.5,2.625
2023-01-03 18:00:00,0.0,7.05,1.84,94.9,0.0,15.0,0.0
2023-01-03 19:00:00,0.0,1.11,2.39,100.0,8.37,15.7,0.0
2023-01-03 20:00:00,0.0,4.53,3.98,90.2,0.0,12.5,0.0
2023-01-03 21:00:00,0.0,1.79,4.1,90.3,0.0,13.0,0.0
2023-01-03 22:00:00,0.0,2.76,0.45,98.1,0.0,10.4,0.0
2023-01-03 23:00:00,0.0,0.7,7.9,95.8,0.0,16.5,0.0
2023-01-04 00:00:00,0.0,-0.36,3.29,100.0,0.0,14.6,0.0
2023-01-04 01:00:00,0.0,-2.47,2.29,98.9,0.0,14.7,0.0
2023-01-04 02:00:00,0.0,-3.93,3.96,100.0,0.0,10.8,0.0
2023-01-04 03:00:00,0.0,-3.38,5.8,100.0,0.0,16.5,0.0
2023-01-04 04:00:00,0.0,-5.26,2.0,99.5,0.0,9.8,0.0
2023-01-04 05:00:00,0.0,-2.95,1.81,94.2,0.0,17.0,0.0
2023-01-04 06:00:00,0.0,-3.46,0.76,97.9,0.0,8.1,0.0
2023-01-04 07:00:00,69.2,-2.39,1.83,100.0,0.0,22.1,3.252
2023-01-04 08:00:00,121.5,1.15,3.46,100.0,0.0,25.7,5.683
2023-01-04 09:00:00,135.0,3.07,1.83,96.6,0.0,18.1,6.412
2023-01-04 10:00:00,236.7,3.52,1.78,90.0,0.0,14.3,11.06
2023-01-04 11:00:00,137.7,4.02,6.81,89.6,0.0,11.3,6.318
2023-01-04 12:00:00,113.4,4.38,2.8,96.6,0.0,10.9,5.118
2023-01-04 13:00:00,122.7,6.12,2.8,81.7,0.0,13.5,5.299
2023-01-04 14:00:00,220.6,5.87,3.49,81.1,0.0,17.2,9.952
2023-01-04 15:00:00,142.9,7.17,4.48,92.0,0.0,14.4,6.585
2023-01-04 16:00:00,70.7,4.82,2.44,98.9,0.0,27.0,3.031
2023-01-04 17:00:00,54.4,7.65,1.09,95.7,0.0,12.9,2.395
2023-01-04 18:00:00,0.0,4.95,3.26,95.5,0.0,13.1,0.0
2023-01-04 19:00:00,0.0,5.33,4.9,100.0,0.0,14.0,0.0
2023-01-04 20:00:00,0.0,4.89,3.22,92.4,0.0,15.6,0.0
2023-01-04 21:00:00,0.0,2.76,3.94,93.8,0.0,11.6,0.0
2023-01-04 22:00:00,0.0,2.17,1.78,96.5,0.0,17.9,0.0
2023-01-04 23:00:00,0.0,-3.33,1.26,100.0,0.0,7.9,0.0
2023-01-05 00:00:00,0.0,-2.04,2.66,100.0,0.0,20.2,0.0
2023-01-05 01:00:00,0.0,-0.44,1.53,98.8,0.0,15.4,0.0
2023-01-05 02:00:00,0.0,-1.84,5.92,100.0,0.0,12.8,0.0
2023-01-05 03:00:00,0.0,0.0,3.34,100.0,0.0,19.7,0.0
2023-01-05 04:00:00,0.0,-0.04,1.62,100.0,0.0,16.4,0.0
2023-01-05 05:00:00,0.0,-1.65,0.91,91.3,0.0,11.3,0.0
2023-01-05 06:00:00,0.0,-1.68,4.79,100.0,0.0,12.2,0.0
2023-01-05 07:00:00,79.2,-1.71,1.04,100.0,0.0,12.3,3.539
2023-01-05 08:00:00,133.7,0.22,2.34,82.1,1.26,16.7,6.274
2023-01-05 09:00:00,180.2,1.62,2.82,95.0,0.0,16.9,7.828
2023-01-05 10:00:00,173.7,2.63,1.06,91.9,0.0,13.1,8.019
2023-01-05 11:00:00,159.0,3.35,2.08,92.5,0.0,15.2,7.427
2023-01-05 12:00:00,128.9,6.37,5.32,91.5,0.0,27.5,5.855
2023-01-05 13:00:00,282.6,9.11,0.63,92.8,0.0,10.4,12.687
2023-01-05 14:00:00,174.8,8.46,4.77,96.9,0.0,13.7,7.244
2023-01-05 15:00:00,106.4,6.75,2.68,99.1,0.0,17.0,4.74
2023-01-05 16:00:00,85.7,8.58,1.39,98.7,0.0,20.0,3.888
2023-01-05 17:00:00,58.7,7.08,0.59,89.7,0.0,14.3,2.578
2023-01-05 18:00:00,0.0,5.71,2.13,80.0,0.0,7.5,0.0
2023-01-05 19:00:00,0.0,4.58,1.45,78.9,0.0,20.6,0.0
2023-01-05 20:00:00,0.0,3.22,2.11,100.0,0.0,19.4,0.0
2023-01-05 21:00:00,0.0,3.21,3.54,95.2,0.0,13.7,0.0
2023-01-05 22:00:00,0.0,1.15,0.54,100.0,0.0,16.5,0.0
2023-01-05 23:00:00,0.0,-1.36,2.57,100.0,0.0,21.6,0.0
2023-01-06 00:00:00,0.0,-2.51,7.06,91.9,0.0,15.2,0.0
2023-01-06 01:00:00,0.0,-1.68,1.62,97.8,0.0,16.4,0.0
2023-01-06 02:00:00,0.0,-1.99,3.19,100.0,0.0,15.9,0.0
2023-01-06 03:00:00,0.0,-3.27,0.31,96.6,0.0,11.6,0.0
2023-01-06 04:00:00,0.0,-4.33,0.54,100.0,0.0,13.4,0.0
2023-01-06 05:00:00,0.0,-0.26,1.3,97.1,0.0,19.3,0.0
2023-01-06 06:00:00,0.0,0.22,5.5,97.2,0.0,12.4,0.0
2023-01-06 07:00:00,36.1,-3.29,1.49,93.7,0.0,18.7,1.7
2023-01-06 08:00:00,65.5,2.91,3.26,100.0,0.0,14.2,3.022
2023-01-06 09:00:00,162.5,1.88,1.47,96.0,0.0,13.4,7.272
2023-01-06 10:00:00,125.3,3.77,0.78,96.6,0.0,22.1,5.766
2023-01-06 11:00:00,288.6,6.4,1.92,87.1,0.0,14.9,12.404
2023-01-06 12:00:00,228.5,8.21,3.48,87.2,0.0,9.3,10.405
2023-01-06 13:00:00,174.6,8.03,4.79,91.6,0.0,15.3,7.889
2023-01-06 14:00:00,199.6,7.39,2.13,93.1,0.0,7.0,9.433
2023-01-06 15:00:00,81.0,5.13,3.26,96.7,0.0,19.2,3.602
2023-01-06 16:00:00,152.8,3.99,2.42,100.0,0.0,8.3,6.68
2023-01-06 17:00:00,53.9,7.84,2.59,94.1,0.0,11.8,2.414
2023-01-06 18:00:00,0.0,7.74,1.07,93.4,0.0,22.0,0.0
2023-01-06 19:00:00,0.0,3.47,1.18,91.3,0.0,13.9,0.0
2023-01-06 20:00:00,0.0,3.08,0.85,94.3,0.0,17.9,0.0
2023-01-06 21:00:00,0.0,1.36,1.56,90.4,0.0,13.5,0.0
2023-01-06 22:00:00,0.0,0.03,4.32,96.4,0.0,16.7,0.0
2023-01-06 23:00:00,0.0,1.31,6.42,100.0,0.0,11.3,0.0
2023-01-07 00:00:00,0.0,-1.05,4.32,100.0,0.0,14.0,0.0
2023-01-07 01:00:00,0.0,-2.51,3.14,100.0,0.0,9.4,0.0
2023-01-07 02:00:00,0.0,1.32,2.37,100.0,0.0,15.8,0.0
2023-01-07 03:00:00,0.0,-4.99,4.31,97.5,0.0,18.2,0.0
2023-01-07 04:00:00,0.0,-1.84,13.46,90.4,0.0,15.3,0.0
2023-01-07 05:00:00,0.0,-3.74,2.78,100.0,0.0,16.0,0.0
2023-01-07 06:00:00,0.0,-1.61,3.45,100.0,0.0,10.6,0.0
2023-01-07 07:00:00,76.2,-0.11,2.8,100.0,0.0,19.1,3.481
2023-01-07 08:00:00,69.7,2.14,7.62,98.0,0.0,18.5,3.285
2023-01-07 09:00:00,158.6,1.77,2.08,95.6,0.0,17.5,6.904
2023-01-07 10:00:00,115.0,2.91,1.17,97.5,0.0,10.0,5.23
2023-01-07 11:00:00,240.0,4.24,3.77,100.0,0.0,19.0,11.524
2023-01-07 12:00:00,168.2,4.08,1.17,89.8,0.0,16.9,6.898
2023-01-07 13:00:00,237.5,7.44,2.93,87.0,0.0,13.6,10.564
2023-01-07 14:00:00,224.9,7.41,2.38,91.1,0.0,15.2,9.453
2023-01-07 15:00:00,189.7,7.82,3.21,96.7,0.0,12.4,8.378
2023-01-07 16:00:00,66.3,6.89,2.46,96.1,0.0,15.0,2.94
2023-01-07 17:00:00,77.3,6.2,0.42,80.1,0.0,16.8,3.539
2023-01-07 18:00:00,0.0,7.46,3.53,95.5,0.0,15.6,0.0
2023-01-07 19:00:00,0.0,6.2,3.0,91.9,0.0,23.2,0.0
2023-01-07 20:00:00,0.0,5.58,5.05,96.5,0.0,14.1,0.0
2023-01-07 21:00:00,0.0,2.72,1.27,94.8,0.0,14.6,0.0
2023-01-07 22:00:00,0.0,2.9,0.36,98.9,0.0,9.7,0.0
2023-01-07 23:00:00,0.0,-0.96,3.75,100.0,5.88,15.3,0.0
2023-01-08 00:00:00,0.0,-1.7,3.63,98.2,0.0,13.5,0.0
2023-01-08 01:00:00,0.0,-0.4,3.48,95.3,0.0,11.8,0.0
2023-01-08 02:00:00,0.0,-1.43,8.48,100.0,0.0,18.6,0.0
2023-01-08 03:00:00,0.0,-3.3,0.2,95.6,0.0,18.8,0.0
2023-01-08 04:00:00,0.0,-4.27,0.35,100.0,0.0,15.9,0.0
2023-01-08 05:00:00,0.0,-2.5,0.75,100.0,0.0,14.0,0.0
2023-01-08 06:00:00,0.0,-2.43,4.04,100.0,0.0,17.4,0.0
2023-01-08 07:00:00,31.2,2.22,5.33,100.0,0.0,20.4,1.456
2023-01-08 08:00:00,100.5,1.98,2.47,100.0,0.0,19.6,4.603
2023-01-08 09:00:00,223.5,0.98,3.56,88.2,0.0,14.8,10.095
2023-01-08 10:00:00,255.7,1.86,1.2,95.6,0.0,18.2,11.33
2023-01-08 11:00:00,256.6,3.47,0.95,100.0,0.0,17.6,10.91
2023-01-08 12:00:00,295.1,4.83,0.5,95.2,0.0,21.9,13.136
2023-01-08 13:00:00,285.5,6.21,3.55,90.6,0.0,22.5,13.093
2023-01-08 14:00:00,189.0,8.63,5.07,83.4,0.0,13.9,9.033
2023-01-08 15:00:00,124.7,5.68,0.67,96.7,0.0,18.2,5.319
2023-01-08 16:00:00,135.3,10.4,1.14,88.0,1.08,11.1,6.248
2023-01-08 17:00:00,64.1,5.05,1.53,91.3,0.0,16.2,2.835
2023-01-08 18:00:00,0.0,3.56,0.78,100.0,0.0,16.2,0.0
2023-01-08 19:00:00,0.0,7.17,2.97,100.0,0.0,15.1,0.0
2023-01-08 20:00:00,0.0,5.41,1.73,87.6,0.0,18.1,0.0
2023-01-08 21:00:00,0.0,1.86,5.67,100.0,0.0,15.3,0.0
2023-01-08 22:00:00,0.0,1.41,1.22,98.5,0.0,14.5,0.0
2023-01-08 23:00:00,0.0,0.24,4.32,100.0,0.0,10.4,0.0
2023-01-09 00:00:00,0.0,-1.22,0.54,100.0,0.0,12.3,0.0
2023-01-09 01:00:00,0.0,-4.17,1.36,100.0,0.0,18.3,0.0
2023-01-09 02:00:00,0.0,-6.45,2.55,100.0,0.0,12.5,0.0
2023-01-09 03:00:00,0.0,-4.16,2.99,94.4,7.83,16.7,0.0
2023-01-09 04:00:00,0.0,0.0,6.26,98.8,0.0,16.5,0.0
2023-01-09 05:00:00,0.0,0.56,2.91,98.2,2.51,11.0,0.0
2023-01-09 06:00:00,0.0,-1.82,2.94,85.1,0.0,20.4,0.0
2023-01-09 07:00:00,45.6,-1.83,0.96,100.0,0.0,17.0,2.123
2023-01-09 08:00:00,136.7,1.23,1.09,94.8,0.0,15.3,6.241
2023-01-09 09:00:00,221.8,2.77,1.51,95.8,0.0,15.2,9.988
2023-01-09 10:00:00,186.9,4.3,2.24,90.8,0.0,8.7,8.642
2023-01-09 11:00:00,136.9,0.82,2.07,97.2,0.0,8.4,5.994
2023-01-09 12:00:00,114.7,10.38,3.01,94.6,0.0,19.8,4.944
2023-01-09 13:00:00,154.1,8.14,5.8,90.1,0.0,12.5,7.289
2023-01-09 14:00:00,120.6,6.64,2.33,100.0,0.0,12.4,5.313
2023-01-09 15:00:00,178.6,6.03,3.94,95.9,0.0,8.2,8.051
2023-01-09 16:00:00,68.6,8.42,1.08,93.5,0.0,18.2,2.95
2023-01-09 17:00:00,56.2,7.18,6.38,89.6,0.0,15.6,2.588
2023-01-09 18:00:00,0.0,5.78,2.27,92.1,0.0,16.1,0.0
2023-01-09 19:00:00,0.0,5.29,6.31,99.2,0.0,16.6,0.0
2023-01-09 20:00:00,0.0,3.23,1.85,100.0,0.0,16.9,0.0
2023-01-09 21:00:00,0.0,2.71,1.61,97.7,0.0,14.8,0.0
2023-01-09 22:00:00,0.0,1.9,1.34,100.0,0.0,14.6,0.0
2023-01-09 23:00:00,0.0,0.12,0.83,98.4,0.0,13.7,0.0
2023-01-10 00:00:00,0.0,-1.02,4.57,100.0,0.0,9.0,0.0
2023-01-10 01:00:00,0.0,-0.16,1.14,100.0,0.0,9.8,0.0
2023-01-10 02:00:00,0.0,-5.14,2.94,100.0,0.0,22.4,0.0
2023-01-10 03:00:00,0.0,-4.11,0.75,100.0,0.0,21.6,0.0
2023-01-10 04:00:00,0.0,-2.71,7.59,100.0,0.0,6.0,0.0
2023-01-10 05:00:00,0.0,-3.34,4.64,99.6,0.0,17.0,0.0
2023-01-10 06:00:00,0.0,-2.05,4.43,100.0,0.0,10.5,0.0
2023-01-10 07:00:00,80.8,1.51,2.58,95.9,0.0,24.5,3.691
2023-01-10 08:00:00,86.2,0.57,2.07,100.0,0.0,10.9,3.804
2023-01-10 09:00:00,216.3,-0.66,1.42,96.8,0.0,17.3,9.684
2023-01-10 10:00:00,102.0,2.74,6.23,100.0,0.0,15.4,4.609
2023-01-10 11:00:00,220.8,4.67,0.53,92.2,0.0,17.7,9.209
2023-01-10 12:00:00,245.1,5.68,3.6,100.0,0.0,19.6,10.812
2023-01-10 13:00:00,130.1,7.25,1.19,90.9,0.0,11.1,5.995
2023-01-10 14:00:00,122.9,7.62,0.74,93.4,0.0,21.3,5.136
2023-01-10 15:00:00,141.5,6.87,1.71,97.1,0.0,12.5,6.22
2023-01-10 16:00:00,157.3,5.12,1.73,100.0,0.0,8.4,7.087
2023-01-10 17:00:00,61.4,5.75,3.06,96.3,0.0,13.4,2.797
2023-01-10 18:00:00,0.0,4.68,4.98,100.0,0.0,14.7,0.0
2023-01-10 19:00:00,0.0,4.16,2.01,94.4,0.0,20.0,0.0
2023-01-10 20:00:00,0.0,4.41,0.37,85.0,0.0,17.8,0.0
2023-01-10 21:00:00,0.0,2.69,1.11,96.0,0.0,17.4,0.0
2023-01-10 22:00:00,0.0,2.03,1.99,100.0,0.0,12.5,0.0
2023-01-10 23:00:00,0.0,-0.99,1.57,100.0,0.0,19.9,0.0
2023-01-11 00:00:00,0.0,0.79,3.61,92.3,0.0,17.2,0.0
2023-01-11 01:00:00,0.0,-1.26,2.97,98.9,0.0,17.5,0.0
2023-01-11 02:00:00,0.0,-2.6,4.07,97.7,0.0,20.8,0.0
2023-01-11 03:00:00,0.0,-2.03,0.2,97.9,0.0,13.5,0.0
2023-01-11 04:00:00,0.0,-3.78,4.69,100.0,0.0,22.5,0.0
2023-01-11 05:00:00,0.0,-5.43,0.42,100.0,0.0,18.1,0.0
2023-01-11 06:00:00,0.0,-2.38,3.41,97.9,0.0,19.2,0.0
2023-01-11 07:00:00,51.8,0.68,5.54,94.8,0.0,16.6,2.519
2023-01-11 08:00:00,96.0,0.89,0.2,100.0,0.0,14.1,4.113
2023-01-11 09:00:00,143.5,1.86,2.08,92.0,0.0,24.5,6.491
2023-01-11 10:00:00,216.9,2.08,1.57,91.5,0.0,15.3,10.012
2023-01-11 11:00:00,285.7,1.63,0.66,100.0,0.0,12.7,12.817
2023-01-11 12:00:00,208.8,7.74,0.2,87.0,0.0,11.6,8.702
2023-01-11 13:00:00,159.8,6.08,4.76,81.2,0.0,22.9,7.272
2023-01-11 14:00:00,141.2,6.25,0.7,84.5,0.0,18.3,6.282
2023-01-11 15:00:00,191.1,6.06,11.69,80.2,0.0,10.6,9.338
2023-01-11 16:00:00,142.6,8.77,0.76,98.8,0.0,14.7,5.985
2023-01-11 17:00:00,35.1,7.71,0.83,89.7,0.0,15.1,1.549
2023-01-11 18:00:00,0.0,4.15,0.2,88.2,0.0,12.5,0.0
2023-01-11 19:00:00,0.0,6.31,0.7,95.2,0.0,18.3,0.0
2023-01-11 20:00:00,0.0,3.14,0.98,100.0,0.0,14.9,0.0
2023-01-11 21:00:00,0.0,1.15,2.15,97.0,0.0,15.6,0.0
2023-01-11 22:00:00,0.0,0.33,3.41,100.0,0.0,11.2,0.0
2023-01-11 23:00:00,0.0,-1.61,1.35,99.3,0.0,13.2,0.0
2023-01-12 00:00:00,0.0,-3.47,3.38,96.5,0.0,11.6,0.0
2023-01-12 01:00:00,0.0,-1.12,6.87,100.0,0.0,26.3,0.0
2023-01-12 02:00:00,0.0,-3.12,1.78,98.8,0.0,5.1,0.0
2023-01-12 03:00:00,0.0,-2.03,1.42,98.4,0.0,13.0,0.0
2023-01-12 04:00:00,0.0,-2.35,0.83,100.0,0.0,15.6,0.0
2023-01-12 05:00:00,0.0,-1.46,2.19,100.0,0.0,13.6,0.0
2023-01-12 06:00:00,0.0,-4.56,6.17,100.0,0.0,16.6,0.0
2023-01-12 07:00:00,39.1,-1.76,2.11,100.0,0.0,12.2,1.691
2023-01-12 08:00:00,62.7,1.6,3.48,93.5,0.0,16.9,3.075
2023-01-12 09:00:00,169.2,0.13,2.21,100.0,0.0,20.6,7.623
2023-01-12 10:00:00,223.7,3.9,2.06,97.6,0.0,7.6,9.671
2023-01-12 11:00:00,190.7,2.46,10.38,95.1,0.0,13.5,9.359
2023-01-12 12:00:00,181.4,5.6,2.91,96.1,0.0,13.8,8.013
2023-01-12 13:00:00,213.4,8.79,4.33,91.3,2.36,21.8,10.214
2023-01-12 14:00:00,259.3,8.04,3.24,92.1,0.0,16.7,11.577
2023-01-12 15:00:00,208.2,4.27,2.15,92.6,0.0,12.1,9.405
2023-01-12 16:00:00,61.6,8.15,1.3,87.4,0.0,16.0,2.785
2023-01-12 17:00:00,39.5,9.11,6.07,90.7,0.0,9.7,1.803
2023-01-12 18:00:00,0.0,9.78,0.34,80.5,0.0,21.8,0.0
2023-01-12 19:00:00,0.0,5.26,1.15,100.0,0.0,17.2,0.0
2023-01-12 20:00:00,0.0,1.29,1.17,82.8,0.0,15.2,0.0
2023-01-12 21:00:00,0.0,2.7,4.54,92.8,0.0,16.8,0.0
2023-01-12 22:00:00,0.0,3.14,6.26,98.7,0.0,14.5,0.0
2023-01-12 23:00:00,0.0,-0.74,0.57,100.0,0.0,11.5,0.0
2023-01-13 00:00:00,0.0,0.06,1.9,94.3,0.0,13.7,0.0
2023-01-13 01:00:00,0.0,-3.56,4.44,99.8,0.0,20.0,0.0
2023-01-13 02:00:00,0.0,-2.24,1.23,100.0,0.0,15.8,0.0
2023-01-13 03:00:00,0.0,-6.7,3.44,99.3,0.0,17.1,0.0
2023-01-13 04:00:00,0.0,-4.23,1.82,97.3,0.0,20.2,0.0
2023-01-13 05:00:00,0.0,-2.31,8.68,100.0,0.0,19.0,0.0
2023-01-13 06:00:00,0.0,-2.05,1.33,100.0,0.0,13.6,0.0
2023-01-13 07:00:00,79.6,-2.42,3.88,100.0,0.0,18.9,3.701
2023-01-13 08:00:00,161.9,-0.01,1.53,100.0,0.0,16.4,7.269
2023-01-13 09:00:00,202.2,2.52,2.5,96.9,0.0,12.2,9.5
2023-01-13 10:00:00,243.5,3.19,0.64,90.9,0.41,18.5,10.979
2023-01-13 11:00:00,243.4,4.62,3.47,86.9,0.0,19.5,10.69
2023-01-13 12:00:00,281.1,6.66,5.05,95.2,0.0,9.3,12.602
2023-01-13 13:00:00,138.7,5.85,0.53,88.3,0.0,11.6,6.401
2023-01-13 14:00:00,198.5,8.9,1.09,93.6,0.0,12.1,8.74
2023-01-13 15:00:00,158.8,5.55,4.68,90.9,0.0,23.7,7.576
2023-01-13 16:00:00,148.9,9.75,1.63,95.5,0.0,12.6,6.306
2023-01-13 17:00:00,55.3,8.03,2.01,84.0,5.91,8.4,2.501
2023-01-13 18:00:00,0.0,5.03,0.76,86.5,0.0,10.8,0.0
2023-01-13 19:00:00,0.0,4.1,5.13,95.7,0.0,18.8,0.0
2023-01-13 20:00:00,0.0,3.63,0.64,93.0,0.0,13.1,0.0
2023-01-13 21:00:00,0.0,2.93,2.01,96.8,0.0,12.3,0.0
2023-01-13 22:00:00,0.0,2.38,1.31,96.1,0.0,8.9,0.0
2023-01-13 23:00:00,0.0,-2.48,3.98,99.3,0.0,19.2,0.0
2023-01-14 00:00:00,0.0,-0.86,10.51,98.8,0.0,19.3,0.0
2023-01-14 01:00:00,0.0,-5.49,0.39,92.8,0.0,16.7,0.0
2023-01-14 02:00:00,0.0,-3.08,1.23,100.0,0.0,12.1,0.0
2023-01-14 03:00:00,0.0,-0.8,1.6,96.5,0.0,13.5,0.0
2023-01-14 04:00:00,0.0,-4.94,0.61,100.0,0.0,13.4,0.0
2023-01-14 05:00:00,0.0,-4.71,2.19,92.6,0.0,14.8,0.0
2023-01-14 06:00:00,0.0,-1.19,4.25,95.5,0.0,12.7,0.0
2023-01-14 07:00:00,82.7,1.6,2.7,99.0,0.0,11.7,3.913
2023-01-14 08:00:00,156.3,1.21,3.54,100.0,0.0,15.7,7.313
2023-01-14 09:00:00,154.9,-0.84,1.16,100.0,0.0,21.6,6.901
2023-01-14 10:00:00,161.3,0.79,3.57,100.0,0.0,11.2,7.41
2023-01-14 11:00:00,223.0,4.66,2.63,90.8,0.0,16.6,9.459
2023-01-14 12:00:00,298.1,3.78,0.72,94.7,0.0,20.4,13.967
2023-01-14 13:00:00,247.3,6.55,2.29,90.3,0.0,16.4,10.883
2023-01-14 14:00:00,250.0,7.14,1.31,92.6,0.0,16.3,11.143
2023-01-14 15:00:00,162.8,6.28,13.94,99.2,0.0,12.6,8.283
2023-01-14 16:00:00,125.9,9.57,4.46,85.7,0.0,19.0,5.705
2023-01-14 17:00:00,46.0,7.23,2.5,90.8,0.0,20.1,2.08
2023-01-14 18:00:00,0.0,7.37,5.74,88.1,0.0,21.2,0.0
2023-01-14 19:00:00,0.0,5.9,3.63,90.7,6.54,18.2,0.0
2023-01-14 20:00:00,0.0,3.09,0.73,100.0,0.0,14.3,0.0
2023-01-14 21:00:00,0.0,1.73,6.97,100.0,0.0,15.6,0.0
2023-01-14 22:00:00,0.0,0.28,0.56,100.0,0.0,12.1,0.0
2023-01-14 23:00:00,0.0,0.54,6.37,97.9,0.0,16.5,0.0
2023-01-15 00:00:00,0.0,-2.5,2.68,97.2,0.0,17.2,0.0
